img,individual,entry,rot,F,PixAcc
./results/DESIGNATE/R_0.20801348832481603_0.9400029067821908.png,"(0.20801348832481603, 0.9400029067821908)",2080,338,"(0.005650498899086785, 16.130257730005287)",0
./results/DESIGNATE/R_0.23859916449631569_0.9869711302992898.png,"(0.23859916449631569, 0.9869711302992898)",2385,355,"(0.18169573416105028, 20.036177201523074)",0
./results/DESIGNATE/R_0.19421081171984678_0.8674007864521016.png,"(0.19421081171984678, 0.8674007864521016)",1942,312,"(0.21756225425950196, 24.436793923714173)",0
./results/DESIGNATE/R_0.09242125269508941_0.9505236473653462.png,"(0.09242125269508941, 0.9505236473653462)",924,342,"(0.23371826425819306, 25.18084380160283)",0
./results/DESIGNATE/R_0.20801348832481603_0.9508784552200915.png,"(0.20801348832481603, 0.9508784552200915)",2080,342,"(0.0010075116746713641, 25.977478908557188)",0
./results/DESIGNATE/R_0.1633321041640954_0.8949704280514635.png,"(0.1633321041640954, 0.8949704280514635)",1633,322,"(0.19580002314618397, 24.411881263994466)",0
./results/DESIGNATE/R_0.17902956955811805_0.8673535530820293.png,"(0.17902956955811805, 0.8673535530820293)",1790,312,"(0.3179415772870034, 18.88594205846715)",0
./results/DESIGNATE/R_0.18214071236404272_0.9869711302992898.png,"(0.18214071236404272, 0.9869711302992898)",1821,355,"(0.21388027850375144, 20.877849471701744)",0
./results/DESIGNATE/R_0.2080134927329446_0.8674007864521016.png,"(0.2080134927329446, 0.8674007864521016)",2080,312,"(0.0009468612469937667, 19.850785178067273)",0
./results/DESIGNATE/R_0.3357462439524567_0.8620844336293138.png,"(0.3357462439524567, 0.8620844336293138)",3357,310,"(0.0945136287477111, 20.85021922252294)",0
./results/DESIGNATE/R_0.06097582535859783_0.9396480989274456.png,"(0.06097582535859783, 0.9396480989274456)",609,338,"(0.22536263686373026, 24.722972985932344)",0
./results/DESIGNATE/R_0.23239987799259637_0.9869371959653944.png,"(0.23239987799259637, 0.9869371959653944)",2323,355,"(0.22344270040051897, 29.016295936985166)",0
./results/DESIGNATE/R_0.14572092255871574_0.968444901761247.png,"(0.14572092255871574, 0.968444901761247)",1457,348,"(0.20726396081655193, 17.26462797072101)",0
./results/DESIGNATE/R_0.20801466412324465_0.8603529659768581.png,"(0.20801466412324465, 0.8603529659768581)",2080,309,"(0.013087825544484781, 16.885489557818293)",0
./results/DESIGNATE/R_0.20801347061091452_0.8966080677058292.png,"(0.20801347061091452, 0.8966080677058292)",2080,322,"(0.0010895552124321362, 25.8092612618112)",0
./results/DESIGNATE/R_0.24898391528325442_0.8674007864521016.png,"(0.24898391528325442, 0.8674007864521016)",2489,312,"(0.10881940265617487, 21.68201839981854)",0
./results/DESIGNATE/R_0.17818586087956428_0.9869711302992898.png,"(0.17818586087956428, 0.9869711302992898)",1781,355,"(0.2138185087609376, 25.19831142118229)",0
./results/DESIGNATE/R_0.16949061763982556_0.8192506886615276.png,"(0.16949061763982556, 0.8192506886615276)",1694,294,"(0.21874060872907714, 25.504922805018534)",0
./results/DESIGNATE/R_0.2242037617743551_0.8669889728474873.png,"(0.2242037617743551, 0.8669889728474873)",2242,312,"(0.26664287056289804, 19.31414026539116)",0
./results/DESIGNATE/R_0.3094015488565682_0.8674007864521016.png,"(0.3094015488565682, 0.8674007864521016)",3094,312,"(0.2855189345986316, 24.938021304749196)",0
./results/DESIGNATE/R_0.20790942874619295_0.8579104237648454.png,"(0.20790942874619295, 0.8579104237648454)",2079,308,"(0.21725581274676106, 25.888066188948287)",0
./results/DESIGNATE/R_0.17679841892148382_0.8601312016999672.png,"(0.17679841892148382, 0.8601312016999672)",1767,309,"(0.2029031002405413, 19.389794638849374)",0
./results/DESIGNATE/R_0.23156284851281536_0.9404147201205779.png,"(0.23156284851281536, 0.9404147201205779)",2315,338,"(0.23452130926295198, 28.220006765255917)",0
./results/DESIGNATE/R_0.20691111626258277_0.8601312016999672.png,"(0.20691111626258277, 0.8601312016999672)",2069,309,"(0.24304615325787804, 18.257021619747796)",0
./results/DESIGNATE/R_0.1791735781162984_0.8839331239580515.png,"(0.1791735781162984, 0.8839331239580515)",1791,318,"(0.23494157487347425, 12.816222164962014)",0
./results/DESIGNATE/R_0.20801234959025172_0.8730750239102804.png,"(0.20801234959025172, 0.8730750239102804)",2080,314,"(0.006920825508910678, 21.674137491514113)",0
./results/DESIGNATE/R_0.10015172765394578_0.8537833378539678.png,"(0.10015172765394578, 0.8537833378539678)",1001,307,"(0.08621974076422677, 15.0803703217689)",0
./results/DESIGNATE/R_0.14601552193706602_0.8674007864521016.png,"(0.14601552193706602, 0.8674007864521016)",1460,312,"(0.22269282696746656, 16.188149078108026)",0
./results/DESIGNATE/R_0.16461624504357913_0.9607399574602121.png,"(0.16461624504357913, 0.9607399574602121)",1646,345,"(0.15502022618674735, 29.86531009903956)",0
./results/DESIGNATE/R_0.05919221153035093_0.988777608209065.png,"(0.05919221153035093, 0.988777608209065)",591,355,"(0.23997356139495526, 23.820152406846944)",0
./results/DESIGNATE/R_0.17706784477448928_0.8438594543931297.png,"(0.17706784477448928, 0.8438594543931297)",1770,303,"(0.2427400641834549, 16.350201424203558)",0
./results/DESIGNATE/R_0.2080134927329446_0.9473433174701936.png,"(0.2080134927329446, 0.9473433174701936)",2080,341,"(0.0010130393786227474, 15.64636634647232)",0
./results/DESIGNATE/R_0.17808062550251258_0.8724870821872265.png,"(0.17808062550251258, 0.8724870821872265)",1780,314,"(0.07738381094197441, 28.35023864132324)",0
./results/DESIGNATE/R_0.20801347061091452_0.8618512575107952.png,"(0.20801347061091452, 0.8618512575107952)",2080,310,"(0.008934127776728876, 15.888098859883678)",0
./results/DESIGNATE/R_0.17986428561296106_0.9334207897958335.png,"(0.17986428561296106, 0.9334207897958335)",1798,336,"(0.32656691416039274, 24.985456239213143)",0
./results/DESIGNATE/R_0.059852251417953944_0.8705811120768512.png,"(0.059852251417953944, 0.8705811120768512)",598,313,"(0.22640562248995985, 24.865400455179536)",0
./results/DESIGNATE/R_0.20801234959025172_0.9818111692338519.png,"(0.20801234959025172, 0.9818111692338519)",2080,353,"(0.0010297592438853055, 15.01699757759943)",0
./results/DESIGNATE/R_0.23778029247623111_0.9762187606647573.png,"(0.23778029247623111, 0.9762187606647573)",2377,351,"(0.1504184269968541, 16.381004777105403)",0
./results/DESIGNATE/R_0.17808062550251258_0.9624564733235358.png,"(0.17808062550251258, 0.9624564733235358)",1780,346,"(0.07744243359066576, 16.754098255703617)",0
./results/DESIGNATE/R_0.20801238568422145_0.9501787231438965.png,"(0.20801238568422145, 0.9501787231438965)",2080,342,"(0.0009906711797242633, 12.523516355012758)",0
./results/DESIGNATE/R_0.17499424480093886_0.8674007864521016.png,"(0.17499424480093886, 0.8674007864521016)",1749,312,"(0.3471694563986267, 17.47609771831182)",0
./results/DESIGNATE/R_0.2080123488635026_0.8424510841688763.png,"(0.2080123488635026, 0.8424510841688763)",2080,303,"(0.008632335486421994, 15.504183586359897)",0
./results/DESIGNATE/R_0.22949389016432448_0.8402490376751434.png,"(0.22949389016432448, 0.8402490376751434)",2294,302,"(0.20102438422395016, 25.115490991754495)",0
./results/DESIGNATE/R_0.1718319376797065_0.9869711302992898.png,"(0.1718319376797065, 0.9869711302992898)",1718,355,"(0.22985920265030305, 21.578376256600954)",0
./results/DESIGNATE/R_0.1538648385677146_0.8372541897351561.png,"(0.1538648385677146, 0.8372541897351561)",1538,301,"(0.21292561690040832, 12.287590724846902)",0
./results/DESIGNATE/R_0.179436286911815_0.8728096739101799.png,"(0.179436286911815, 0.8728096739101799)",1794,314,"(0.22826365059298057, 13.524691323296658)",0
./results/DESIGNATE/R_0.20820216205458936_0.8728670465120304.png,"(0.20820216205458936, 0.8728670465120304)",2082,314,"(0.32493901032268424, 21.770223862962695)",0
./results/DESIGNATE/R_0.16793513436066315_0.9814317166233545.png,"(0.16793513436066315, 0.9814317166233545)",1679,353,"(0.27133246887894813, 15.238990781275106)",0
./results/DESIGNATE/R_0.17807003025563647_0.8600894478027782.png,"(0.17807003025563647, 0.8600894478027782)",1780,309,"(0.07665821792641765, 23.119785485780874)",0
./results/DESIGNATE/R_0.20600681469622945_0.950529476709912.png,"(0.20600681469622945, 0.950529476709912)",2060,342,"(0.22671045867834255, 14.605661615278997)",0
./results/DESIGNATE/R_0.0731106659641668_0.8674007864521016.png,"(0.0731106659641668, 0.8674007864521016)",731,312,"(0.13512620968872377, 19.35169749786736)",0
./results/DESIGNATE/R_0.19857991676690673_0.8674007864521016.png,"(0.19857991676690673, 0.8674007864521016)",1985,312,"(0.1534837147914088, 12.619540545046014)",0
./results/DESIGNATE/R_0.20801228142692382_0.8674007864521016.png,"(0.20801228142692382, 0.8674007864521016)",2080,312,"(0.0009469154688765451, 22.65343152581798)",0
./results/DESIGNATE/R_0.20801230036413756_0.9163479248016814.png,"(0.20801230036413756, 0.9163479248016814)",2080,329,"(0.0009776994342871198, 18.84517603540295)",0
./results/DESIGNATE/R_0.2080134927329446_0.8674425403492906.png,"(0.2080134927329446, 0.8674425403492906)",2080,312,"(0.0009443234988302573, 16.801201503223716)",0
./results/DESIGNATE/R_0.06298153762794016_0.9501728937993308.png,"(0.06298153762794016, 0.9501728937993308)",629,342,"(0.2237514059746784, 20.647597454224822)",0
./results/DESIGNATE/R_0.2381354956077316_0.8620844336293138.png,"(0.2381354956077316, 0.8620844336293138)",2381,310,"(0.008832757295266905, 12.267425646762984)",0
./results/DESIGNATE/R_0.2080134920538637_0.9605069253055832.png,"(0.2080134920538637, 0.9605069253055832)",2080,345,"(0.007328387976089746, 19.741568480043593)",0
./results/DESIGNATE/R_0.08836216226029694_0.9505236473653462.png,"(0.08836216226029694, 0.9505236473653462)",883,342,"(0.23527169997345568, 13.142065169570792)",0
./results/DESIGNATE/R_0.20801473228657255_0.8791563014092441.png,"(0.20801473228657255, 0.8791563014092441)",2080,316,"(0.004389955449870757, 23.888535981001525)",0
./results/DESIGNATE/R_0.16868814940513402_0.8674425403492906.png,"(0.16868814940513402, 0.8674425403492906)",1686,312,"(0.2211167999765609, 19.975310896912266)",0
./results/DESIGNATE/R_0.20155124516112333_0.9501787231438965.png,"(0.20155124516112333, 0.9501787231438965)",2015,342,"(0.21521759687670974, 26.44085811222955)",0
./results/DESIGNATE/R_0.24827952729820046_0.9501787231438965.png,"(0.24827952729820046, 0.9501787231438965)",2482,342,"(0.2244366461409433, 27.575578375999786)",0
./results/DESIGNATE/R_0.06097582535859783_0.9627413157785023.png,"(0.06097582535859783, 0.9627413157785023)",609,346,"(0.22660069628396276, 25.72713287387367)",0
./results/DESIGNATE/R_0.2381354956077316_0.9234610711073784.png,"(0.2381354956077316, 0.9234610711073784)",2381,332,"(0.012627554952677499, 21.214255673018258)",0
./results/DESIGNATE/R_0.30273380307289355_0.8674007864521016.png,"(0.30273380307289355, 0.8674007864521016)",3027,312,"(0.20489902791243558, 22.60942351394672)",0
./results/DESIGNATE/R_0.2080134927329446_0.9810517611007581.png,"(0.2080134927329446, 0.9810517611007581)",2080,353,"(0.0010302389040485603, 19.737127709197402)",0
./results/DESIGNATE/R_0.2442238243237305_0.8620844336293138.png,"(0.2442238243237305, 0.8620844336293138)",2442,310,"(0.19737076310037066, 20.80678408963898)",0
./results/DESIGNATE/R_0.2080134927329446_0.8674276108581404.png,"(0.2080134927329446, 0.8674276108581404)",2080,312,"(0.0009442084487365881, 16.585326851662316)",0
./results/DESIGNATE/R_0.2381354956077316_0.8027512291023605.png,"(0.2381354956077316, 0.8027512291023605)",2381,288,"(0.014138346832997683, 13.520303605817546)",0
./results/DESIGNATE/R_0.20801349482250212_0.8442434211987917.png,"(0.20801349482250212, 0.8442434211987917)",2080,303,"(0.006115641631685004, 13.458075397222203)",0
./results/DESIGNATE/R_0.19173028022479602_0.8674276108581404.png,"(0.19173028022479602, 0.8674276108581404)",1917,312,"(0.22106448833964826, 26.645306304037497)",0
./results/DESIGNATE/R_0.20774505048124992_0.9869711302992898.png,"(0.20774505048124992, 0.9869711302992898)",2077,355,"(0.2591148867550709, 27.23520132156569)",0
./results/DESIGNATE/R_0.2080134927329446_0.8632087510715671.png,"(0.2080134927329446, 0.8632087510715671)",2080,310,"(0.011247521124670925, 28.79259283890808)",0
./results/DESIGNATE/R_0.2080134927329446_0.8621147318115926.png,"(0.2080134927329446, 0.8621147318115926)",2080,310,"(0.0009980856390202398, 12.655153191367411)",0
./results/DESIGNATE/R_0.21017907276088393_0.8615791877118751.png,"(0.21017907276088393, 0.8615791877118751)",2101,310,"(0.17545871036700775, 23.121881968640782)",0
./results/DESIGNATE/R_0.20801238286791476_0.9500876974975748.png,"(0.20801238286791476, 0.9500876974975748)",2080,342,"(0.0009975330717395983, 18.153455691602765)",0
./results/DESIGNATE/R_0.17706784477448928_0.8893867864563554.png,"(0.17706784477448928, 0.8893867864563554)",1770,320,"(0.2438488844388182, 28.56445675215114)",0
./results/DESIGNATE/R_0.17834904563217718_0.9785158814978111.png,"(0.17834904563217718, 0.9785158814978111)",1783,352,"(0.23575662891213026, 15.567197494854874)",0
./results/DESIGNATE/R_0.1901684633101227_0.979905532653991.png,"(0.1901684633101227, 0.979905532653991)",1901,352,"(0.31980834905793964, 19.11025997053445)",0
./results/DESIGNATE/R_0.16689671748467078_0.8674122421670117.png,"(0.16689671748467078, 0.8674122421670117)",1668,312,"(0.254719502366359, 21.691147034574243)",0
./results/DESIGNATE/R_0.1759033424522249_0.9487307280761161.png,"(0.1759033424522249, 0.9487307280761161)",1759,341,"(0.1488229071170291, 15.998050441375511)",0
./results/DESIGNATE/R_0.2386884114266454_0.9505236473653462.png,"(0.2386884114266454, 0.9505236473653462)",2386,342,"(0.19067588047096615, 12.730572662458338)",0
./results/DESIGNATE/R_0.17631423858145245_0.8620844336293138.png,"(0.17631423858145245, 0.8620844336293138)",1763,310,"(0.21839519079979092, 19.668981841904206)",0
./results/DESIGNATE/R_0.07757292952822906_0.9505236473653462.png,"(0.07757292952822906, 0.9505236473653462)",775,342,"(0.2551976289263002, 12.430413152347407)",0
./results/DESIGNATE/R_0.1582718616200894_0.8674049215470949.png,"(0.1582718616200894, 0.8674049215470949)",1582,312,"(0.055155274878001, 19.750211722304886)",0
./results/DESIGNATE/R_0.20876707680395135_0.9605069253055832.png,"(0.20876707680395135, 0.9605069253055832)",2087,345,"(0.17691636370717617, 28.85166554702371)",0
./results/DESIGNATE/R_0.24636238598054136_0.8620844336293138.png,"(0.24636238598054136, 0.8620844336293138)",2463,310,"(0.13727949083247715, 17.15439090372997)",0
./results/DESIGNATE/R_0.1779839292086192_0.8621220524315094.png,"(0.1779839292086192, 0.8621220524315094)",1779,310,"(0.2408948230028686, 27.339880137398524)",0
./results/DESIGNATE/R_0.16522539484731302_0.9869711302992898.png,"(0.16522539484731302, 0.9869711302992898)",1652,355,"(0.16509864035685362, 19.01672948068486)",0
./results/DESIGNATE/R_0.1769597424499334_0.9441466231231153.png,"(0.1769597424499334, 0.9441466231231153)",1769,339,"(0.2195619961874173, 14.868323987522798)",0
./results/DESIGNATE/R_0.2081204872820282_0.9426938344764509.png,"(0.2081204872820282, 0.9426938344764509)",2081,339,"(0.21776072283910297, 14.032711482931052)",0
./results/DESIGNATE/R_0.20801238495747232_0.9251621044619507.png,"(0.20801238495747232, 0.9251621044619507)",2080,333,"(0.001036081218463934, 20.431848927480786)",0
./results/DESIGNATE/R_0.15102112184560798_0.8674073100299625.png,"(0.15102112184560798, 0.8674073100299625)",1510,312,"(0.38773788059680997, 12.923282798581909)",0
./results/DESIGNATE/R_0.23239914123852565_0.8609768060813534.png,"(0.23239914123852565, 0.8609768060813534)",2323,309,"(0.22271832718327184, 19.880977585834096)",0
./results/DESIGNATE/R_0.2080134927329446_0.8493718173842206.png,"(0.2080134927329446, 0.8493718173842206)",2080,305,"(0.0017359070366403315, 28.854381142316516)",0
./results/DESIGNATE/R_0.06657558878395659_0.8628035847821364.png,"(0.06657558878395659, 0.8628035847821364)",665,310,"(0.21216014559958718, 26.71561826066982)",0
./results/DESIGNATE/R_0.2080134927329446_0.8674252223752729.png,"(0.2080134927329446, 0.8674252223752729)",2080,312,"(0.0009442161178706607, 19.76461378310082)",0
./results/DESIGNATE/R_0.20801238495747232_0.9043686196681318.png,"(0.20801238495747232, 0.9043686196681318)",2080,325,"(0.01436484122568578, 27.426163099342553)",0
./results/DESIGNATE/R_0.17808062550251258_0.9907563752558984.png,"(0.17808062550251258, 0.9907563752558984)",1780,356,"(0.0792270942965929, 13.210980172168606)",0
./results/DESIGNATE/R_0.23253632697076773_0.9505236473653462.png,"(0.23253632697076773, 0.9505236473653462)",2325,342,"(0.3922977882445336, 24.948119122234253)",0
./results/DESIGNATE/R_0.035321510540316736_0.863022951111194.png,"(0.035321510540316736, 0.863022951111194)",353,310,"(0.22896599893220995, 24.680478827630104)",0
./results/DESIGNATE/R_0.1933018377737271_0.8552126991888872.png,"(0.1933018377737271, 0.8552126991888872)",1933,307,"(0.3638763128682986, 17.382849790831692)",0
./results/DESIGNATE/R_0.24234719985988254_0.9549282610852761.png,"(0.24234719985988254, 0.9549282610852761)",2423,343,"(0.2379142798811138, 18.315334980715306)",0
./results/DESIGNATE/R_0.20338252831059397_0.8674049215470949.png,"(0.20338252831059397, 0.8674049215470949)",2033,312,"(0.20192603404312778, 16.478197684896898)",0
./results/DESIGNATE/R_0.1782671166660004_0.9869711302992898.png,"(0.1782671166660004, 0.9869711302992898)",1782,355,"(0.3533108950754251, 22.60639057240939)",0
./results/DESIGNATE/R_0.06823204205843506_0.8674252014931905.png,"(0.06823204205843506, 0.8674252014931905)",682,312,"(0.19113332740287925, 28.20607642927958)",0
./results/DESIGNATE/R_0.0610321031686147_0.8588308811658846.png,"(0.0610321031686147, 0.8588308811658846)",610,309,"(0.2308614753935478, 28.51567463024187)",0
./results/DESIGNATE/R_0.2080134927329446_0.8607334880351196.png,"(0.2080134927329446, 0.8607334880351196)",2080,309,"(0.014082876045323137, 13.17255060697658)",0
./results/DESIGNATE/R_0.3451197828065029_0.8620844336293138.png,"(0.3451197828065029, 0.8620844336293138)",3451,310,"(0.22856853950438055, 20.29019487828488)",0
./results/DESIGNATE/R_0.16139219412079717_0.8674049215470949.png,"(0.16139219412079717, 0.8674049215470949)",1613,312,"(0.3603930309117639, 27.642549514002702)",0
./results/DESIGNATE/R_0.15808537045660162_0.8674049215470949.png,"(0.15808537045660162, 0.8674049215470949)",1580,312,"(0.13536625196710117, 25.079258734091145)",0
./results/DESIGNATE/R_0.2080134927329446_0.8810143797271236.png,"(0.2080134927329446, 0.8810143797271236)",2080,317,"(0.013226828372624719, 12.477897043002844)",0
./results/DESIGNATE/R_0.17701158552259144_0.9537771528447296.png,"(0.17701158552259144, 0.9537771528447296)",1770,343,"(0.24550826311958973, 25.878769441254274)",0
./results/DESIGNATE/R_0.06097582535859783_0.9386664453311956.png,"(0.06097582535859783, 0.9386664453311956)",609,337,"(0.2253667652777883, 12.180602891122144)",0
./results/DESIGNATE/R_0.2393325507412599_0.9842110816480865.png,"(0.2393325507412599, 0.9842110816480865)",2393,354,"(0.13533526840361296, 25.66204763331665)",0
./results/DESIGNATE/R_0.17808062550251258_0.8497725603238075.png,"(0.17808062550251258, 0.8497725603238075)",1780,305,"(0.07542067249116947, 24.425206614380993)",0
./results/DESIGNATE/R_0.13161100929402184_0.8674276108581404.png,"(0.13161100929402184, 0.8674276108581404)",1316,312,"(0.28253027166070643, 14.219075317970479)",0
./results/DESIGNATE/R_0.1821016166565072_0.8557207912713415.png,"(0.1821016166565072, 0.8557207912713415)",1821,308,"(0.21268972464741437, 25.951180890401513)",0
./results/DESIGNATE/R_0.2381354956077316_0.8515620212856767.png,"(0.2381354956077316, 0.8515620212856767)",2381,306,"(0.010233753388297306, 25.218815183124782)",0
./results/DESIGNATE/R_0.2381354956077316_0.8973457772759081.png,"(0.2381354956077316, 0.8973457772759081)",2381,323,"(0.011470957992977154, 23.02691603747659)",0
./results/DESIGNATE/R_0.2080134927329446_0.848029886111849.png,"(0.2080134927329446, 0.848029886111849)",2080,305,"(0.0010856836147165024, 22.48993261603158)",0
./results/DESIGNATE/R_0.06097582535859783_0.9568871346912228.png,"(0.06097582535859783, 0.9568871346912228)",609,344,"(0.2259004437847417, 19.034313423213483)",0
./results/DESIGNATE/R_0.22020882384044613_0.9087628667117656.png,"(0.22020882384044613, 0.9087628667117656)",2202,327,"(0.24034684153136063, 20.15824695733331)",0
./results/DESIGNATE/R_0.2176797166314465_0.8674252223752729.png,"(0.2176797166314465, 0.8674252223752729)",2176,312,"(0.28632914496863104, 29.185106628293724)",0
./results/DESIGNATE/R_0.22457870035794344_0.8620844336293138.png,"(0.22457870035794344, 0.8620844336293138)",2245,310,"(0.22305192355975795, 25.126040522779377)",0
./results/DESIGNATE/R_0.17259423068722413_0.9251621044619507.png,"(0.17259423068722413, 0.9251621044619507)",1725,333,"(0.2152672554367433, 28.84869789212216)",0
./results/DESIGNATE/R_0.17803237329857316_0.9952139050173366.png,"(0.17803237329857316, 0.9952139050173366)",1780,358,"(0.07153747033300636, 29.37892323850664)",0
./results/DESIGNATE/R_0.20912313705163163_0.8575074705541335.png,"(0.20912313705163163, 0.8575074705541335)",2091,308,"(0.32066709805792804, 14.724197450167662)",0
./results/DESIGNATE/R_0.14820889390389405_0.9952139050173366.png,"(0.14820889390389405, 0.9952139050173366)",1482,358,"(0.2277785367630795, 13.73729275987315)",0
./results/DESIGNATE/R_0.2080134927329446_0.8687629672665019.png,"(0.2080134927329446, 0.8687629672665019)",2080,312,"(0.018046465822175867, 19.468957294805044)",0
./results/DESIGNATE/R_0.25193619596565797_0.9881704401080577.png,"(0.25193619596565797, 0.9881704401080577)",2519,355,"(0.2465269417617547, 26.361649307475865)",0
./results/DESIGNATE/R_0.2077167958243654_0.9413477176583379.png,"(0.2077167958243654, 0.9413477176583379)",2077,338,"(0.31976542704722216, 22.334205931486366)",0
./results/DESIGNATE/R_0.2395851266254187_0.8620844336293138.png,"(0.2395851266254187, 0.8620844336293138)",2395,310,"(0.22470363872690727, 19.16491544903208)",0
./results/DESIGNATE/R_0.17266796571502233_0.8317887827315774.png,"(0.17266796571502233, 0.8317887827315774)",1726,299,"(0.23407299235408652, 13.268330132617654)",0
./results/DESIGNATE/R_0.2080134927329446_0.8636133177112536.png,"(0.2080134927329446, 0.8636133177112536)",2080,310,"(0.004642326309823332, 17.362420736176297)",0
./results/DESIGNATE/R_0.20801234959025172_0.980452320454476.png,"(0.20801234959025172, 0.980452320454476)",2080,352,"(0.015617765046307987, 23.929417497339326)",0
./results/DESIGNATE/R_0.10596449440533143_0.8673576328304591.png,"(0.10596449440533143, 0.8673576328304591)",1059,312,"(0.21165403056958904, 23.199057199367296)",0
./results/DESIGNATE/R_0.22604298453533703_0.8674028076722929.png,"(0.22604298453533703, 0.8674028076722929)",2260,312,"(0.2284634355565087, 26.623279223952693)",0
./results/DESIGNATE/R_0.1756182137568023_0.8620844336293138.png,"(0.1756182137568023, 0.8620844336293138)",1756,310,"(0.30262112624645354, 26.01266296402573)",0
./results/DESIGNATE/R_0.2381354956077316_0.8129479389791776.png,"(0.2381354956077316, 0.8129479389791776)",2381,292,"(0.012219508519909087, 20.03372281565713)",0
./results/DESIGNATE/R_0.2080134927329446_0.8956688152695358.png,"(0.2080134927329446, 0.8956688152695358)",2080,322,"(0.001072642661473976, 18.718137402405766)",0
./results/DESIGNATE/R_0.17808062550251258_0.9866418522789397.png,"(0.17808062550251258, 0.9866418522789397)",1780,355,"(0.07888534093049078, 14.535649836418933)",0
./results/DESIGNATE/R_0.20841529993989535_0.9137462149913991.png,"(0.20841529993989535, 0.9137462149913991)",2084,328,"(0.24312293136026403, 27.11924978110826)",0
./results/DESIGNATE/R_0.2080134927329446_0.8638521424458688.png,"(0.2080134927329446, 0.8638521424458688)",2080,310,"(0.016505916605472723, 18.173678366049206)",0
./results/DESIGNATE/R_0.16961783920614185_0.8636133177112536.png,"(0.16961783920614185, 0.8636133177112536)",1696,310,"(0.22012846622688567, 21.49259080973281)",0
./results/DESIGNATE/R_0.15786891127044583_0.9216041436312591.png,"(0.15786891127044583, 0.9216041436312591)",1578,331,"(0.25251773417495327, 16.129166342696966)",0
./results/DESIGNATE/R_0.246289317779011_0.8674276108581404.png,"(0.246289317779011, 0.8674276108581404)",2462,312,"(0.22212302843861761, 27.683325380288174)",0
./results/DESIGNATE/R_0.17220512959595138_0.8610847992500994.png,"(0.17220512959595138, 0.8610847992500994)",1722,309,"(0.20495132775034, 20.707378652898605)",0
./results/DESIGNATE/R_0.15783002918333355_0.8397128770042027.png,"(0.15783002918333355, 0.8397128770042027)",1578,302,"(0.22342428660796532, 19.67044245668535)",0
./results/DESIGNATE/R_0.22989712633493298_0.9988263097143638.png,"(0.22989712633493298, 0.9988263097143638)",2298,359,"(0.3072057187604443, 26.816325257154585)",0
./results/DESIGNATE/R_0.2080123585997787_0.9420059193678375.png,"(0.2080123585997787, 0.9420059193678375)",2080,339,"(0.0011100654455718794, 18.582531564482778)",0
./results/DESIGNATE/R_0.16103506108501883_0.8674276201583809.png,"(0.16103506108501883, 0.8674276201583809)",1610,312,"(0.2036189822655691, 22.203889232775886)",0
./results/DESIGNATE/R_0.15185994201918424_0.8975358926280187.png,"(0.15185994201918424, 0.8975358926280187)",1518,323,"(0.19186571629100366, 28.619000782659178)",0
./results/DESIGNATE/R_0.2080134927329446_0.723368254991432.png,"(0.2080134927329446, 0.723368254991432)",2080,260,"(0.02596711732303957, 28.879291244424163)",0
./results/DESIGNATE/R_0.2052502932680152_0.8674049122468545.png,"(0.2052502932680152, 0.8674049122468545)",2052,312,"(0.19733041236114074, 28.356312305791874)",0
./results/DESIGNATE/R_0.17401173168257153_0.8129479389791776.png,"(0.17401173168257153, 0.8129479389791776)",1740,292,"(0.21544693920779495, 12.082039779366022)",0
./results/DESIGNATE/R_0.023878183687561255_0.9505236473653462.png,"(0.023878183687561255, 0.9505236473653462)",238,342,"(0.3698129828774417, 24.31686899295478)",0
./results/DESIGNATE/R_0.17706784477448928_0.8589103383099943.png,"(0.17706784477448928, 0.8589103383099943)",1770,309,"(0.24354270168909084, 26.20745390981483)",0
./results/DESIGNATE/R_0.2511821632614436_0.90751786868607.png,"(0.2511821632614436, 0.90751786868607)",2511,326,"(0.2385982974850228, 16.965462207179666)",0
./results/DESIGNATE/R_0.1248101772109626_0.8674252223752729.png,"(0.1248101772109626, 0.8674252223752729)",1248,312,"(0.18790876962154865, 28.619886899027936)",0
./results/DESIGNATE/R_0.2381354956077316_0.8161220342984972.png,"(0.2381354956077316, 0.8161220342984972)",2381,293,"(0.011491913857181619, 27.855721728730224)",0
./results/DESIGNATE/R_0.20801238495747232_0.9013826457255879.png,"(0.20801238495747232, 0.9013826457255879)",2080,324,"(0.00104338974424227, 21.5600695096608)",0
./results/DESIGNATE/R_0.17706784477448928_0.9286153901218431.png,"(0.17706784477448928, 0.9286153901218431)",1770,334,"(0.24154772318016574, 16.055866121607693)",0
./results/DESIGNATE/R_0.12346521187253695_0.9954765426344585.png,"(0.12346521187253695, 0.9954765426344585)",1234,358,"(0.3100728177938611, 23.181298569457127)",0
./results/DESIGNATE/R_0.1582718616200894_0.9067681207678633.png,"(0.1582718616200894, 0.9067681207678633)",1582,326,"(0.14015335329022813, 22.566573170852994)",0
./results/DESIGNATE/R_0.1248101772109626_0.8116153874624067.png,"(0.1248101772109626, 0.8116153874624067)",1248,292,"(0.1901518588694725, 19.38251060628132)",0
./results/DESIGNATE/R_0.20682302933186883_0.8674252223752729.png,"(0.20682302933186883, 0.8674252223752729)",2068,312,"(0.2312009430646673, 17.558408122011436)",0
